sale_quantity,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
222,201702,43,18,2,3,3,7,6,1,1.5,1,6,9,1,1,1,1,2,1,110,4,230,4710,1785,1745,1955,1460,6.5,2750,1530,1525
51,201702,87,15,2,1,1,1,6,2,1.8,0,9,9,1,1,1,1,2,1,98,4,170,4440,1833,1545,1735,1360,5,2700,1556,1562
90,201702,3,5,2,2,1,2,6,2,1.6,0,12,13,1,1,1,1,2,1,94,4,159,4368,1823,1483,1707,1332,5,2648,1553,1544
42,201702,34,0,3,2,1,4,5,1,1.6,0,9,9,1,1,1,1,2,1,81,4,160,4487,1706,1470,1600,1120,5,2603,1460,1500
6,201706,118,30,2,1,3,1,6,0,1,1,12,12,1,1,1,1,2,1,92,3,170,4314,1809,1624,1722,1290,5,2585,1526,1536
36,201706,50,7,2,1,1,4,7,2,2,1,30,30,1,1,1,1,2,2,132,4,320,4398,1841,1591,2105,1590,5,2603,1547,1555
336,201706,21,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4562,1793,1468,1740,1260,5,2614,1518,1525
27,201706,94,15,3,2,1,1,6,1,1.3,1,12,12,1,1,1,1,2,1,95,4,185,4725,1802,1478,1735,1360,5,2700,1551,1546
20,201706,69,12,2,1,3,1,6,1,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1910,1495,5,2560,1525,1520
55,201704,45,4,2,2,1,5,0,3,1.6,0,12,9,1,1,1,1,2,1,93,4,154,4393,1766,1524,1625,1220,5,2700,1540,1540
141,201704,90,24,2,1,1,1,6,1,1.5,1,17,17,1,1,1,1,2,1,124,4,250,4545,1855,1690,1843,1468,5,2700,1574,1593
22,201704,63,5,2,1,3,2,5,1,1.5,0,12,12,1,1,1,1,2,1,83,4,140,4280,1785,1658,1620,1245,5,2530,1527,1533
13,201705,118,30,2,1,3,1,5,1,1.5,0,12,12,1,1,1,1,2,1,88,4,150,4314,1809,1624,1630,1198,5,2585,1526,1536
177,201705,55,3,2,1,3,2,6,0,1.4,1,12,12,1,1,1,1,2,1,105,4,205,4278,1781,1648,1840,1430,5,2555,1540,1540
10,201705,30,13,3,2,2,4,7,0,2,1,42,42,3,1,1,1,2,2,135,4,300,4783,1810,1442,2215,1746,5,2920,1572,1530
11,201705,33,13,3,2,4,4,9,0,3,1,42,63,3,1,1,1,2,2,200,6,400,5065,1860,1482,2499,1950,5,3079,1596,1581
28,201705,33,13,3,2,4,4,9,0,2,1,42,63,3,1,1,1,2,2,135,4,300,5065,1860,1482,2410,1870,5,3079,1596,1581
8,201705,26,16,3,2,1,6,6,0,1.8,0,12,12,1,1,1,1,2,1,102,4,172,4750,1820,1488,1790,1370,5,2730,1555,1550
16,201705,25,3,2,3,2,2,6,0,2,1,42,42,1,1,1,1,2,1,186,4,350,5203,1878,1811,2440,1878,7,3088,1612,1626
49,201705,3,5,3,2,1,2,6,0,1.5,1,12,12,1,1,1,1,2,1,135,4,240,4534,1823,1483,1782,1407,5,2648,1553,1544
103,201705,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,1,2,1,90,4,153,5145,1720,1960,2210,1610,7.5,3000,1445,1420
6,201705,66,1,2,1,3,3,7,2,1.6,1,12,12,1,1,1,1,2,1,117.7,4,250,4270,1780,1630,1880,1426,5,2590,1557,1570
303,201703,97,20,3,2,1,1,5,1,1.5,0,9,9,1,1,1,1,2,1,85,4,141,4572,1825,1482,1640,1265,5,2670,1556,1542
19,201703,20,8,3,2,2,4,8,0,1.5,1,42,42,2,1,1,1,2,2,100,3,220,4753,1811,1453,2000,1555,5,2920,1543,1582
167,201703,42,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4631,1789,1470,1625,1250,5,2650,1502,1492
507,201703,7,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4649,1852,1710,2064,1560,5,2680,1565,1565
8,201703,12,6,3,2,1,5,6,1,1.2,1,12,12,1,1,1,1,2,1,85,4,185,4630,1775,1480,1770,1280,5,2700,1535,1535
8,201703,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,1,2,1,83,4,138,4680,1695,1940,2145,1545,7.5,2800,1445,1420
409,201702,93,1,2,1,1,3,7,2,1.6,1,17,17,1,1,1,1,2,1,130,4,265,4480,1855,1645,2090,1576,5,2670,1625,1636
6,201702,52,10,2,1,1,3,7,2,1.6,1,17,17,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1545,5,2670,1620,1631
9,201703,37,2,2,2,3,5,0,3,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1500,1105,5,2530,1480,1465
110,201703,100,12,2,1,3,1,7,2,1.5,1,9,10,1,1,1,1,2,1,110,4,210,4146,1772,1617,1840,1391,5,2550,1531,1524
10,201703,49,19,2,2,1,5,6,0,1.5,0,12,15,1,1,1,1,2,1,86,4,148,4461,1795,1474,1820,1315,5,2700,1555,1560
10,201703,49,19,2,2,1,5,6,0,2,0,12,15,1,1,1,1,2,1,116,4,202,4461,1795,1474,1855,1359,5,2700,1555,1560
175,201703,14,0,3,2,2,4,6,0,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4872,1834,1484,2040,1520,5,2803,1577,1550
212,201703,11,1,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4600,1780,1445,1700,1235,5,2700,1555,1568
148,201704,55,3,2,1,3,2,6,0,1.4,1,12,12,1,1,1,1,2,1,105,4,205,4278,1781,1648,1840,1430,5,2555,1540,1540
50,201704,33,13,3,2,4,4,9,0,2,1,42,42,2,1,1,1,2,2,135,4,300,5065,1860,1467,2305,1770,5,3079,1596,1600
11,201704,33,13,3,2,4,4,9,0,3,1,42,42,3,1,1,1,2,2,200,6,400,5065,1860,1482,2499,1950,5,3079,1596,1581
12,201704,82,13,2,1,1,4,7,2,2,1,30,30,3,1,1,1,2,2,135,4,300,4452,1804,1535,1990,1567,5,2699,1558,1549
9,201704,91,15,2,1,1,1,6,0,1.8,1,17,17,3,1,1,1,2,1,135,4,285,4519,1831,1694,2075,1700,5,2670,1560,1550
13,201708,118,30,2,1,3,1,6,0,1,1,12,12,1,1,1,1,2,1,92,3,170,4314,1809,1624,1722,1290,5,2585,1526,1536
38,201708,46,7,3,2,2,4,7,2,2,1,42,42,3,1,1,1,2,2,185,4,370,4818,1843,1432,2110,1645,5,2908,1566,1549
86,201708,133,34,2,1,2,1,6,1,1.5,1,6,6,1,1,1,1,2,1,110,4,215,4715,1830,1780,2095,1570,7,2760,1547,1550
59,201708,26,16,3,2,1,6,6,0,1.6,1,12,12,1,1,1,1,2,1,123,4,245,4750,1820,1488,1820,1415,5,2730,1555,1550
205,201708,91,15,2,1,1,1,6,0,1.8,1,17,17,1,1,1,1,2,1,135,4,285,4519,1831,1694,2045,1670,5,2670,1560,1550
25,201708,57,14,2,1,3,1,4,0,1.6,0,9,9,1,1,1,1,2,1,92,4,160,4170,1810,1635,1700,1325,5,2560,1560,1560
41,201708,106,26,2,1,3,1,0,3,1.5,1,6,6,1,1,1,1,2,1,115,4,215,4354,1840,1654,1715,1340,5,2610,1585,1586
54,201708,106,26,2,1,3,1,5,1,1.5,0,6,6,1,1,1,1,2,1,88,4,143,4354,1840,1654,1670,1285,5,2610,1585,1586
195,201702,6,0,2,2,3,4,6,0,1.4,0,12,12,1,1,1,1,2,1,66,4,132,3970,1682,1462,1590,1110,5,2470,1463,1456
139,201702,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4255,1799,1452,1760,1280,5,2637,1549,1520
115,201702,69,12,2,1,3,1,6,0,1.5,1,12,10,1,1,1,1,2,1,110,4,210,4335,1814,1695,1895,1520,5,2560,1525,1520
35,201702,69,12,2,1,3,1,6,0,1.5,1,12,10,1,1,1,1,2,1,110,4,210,4335,1814,1695,1941,1541,5,2560,1525,1520
46,201702,100,12,2,1,3,1,7,2,1.5,1,9,9,1,1,1,1,2,1,110,4,210,4146,1772,1617,1840,1391,5,2550,1531,1524
69,201702,7,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4640,1825,1745,2064,1554,5,2680,1565,1565
32,201702,34,0,3,2,1,4,6,0,1.6,0,9,9,1,1,1,1,2,1,81,4,155,4487,1706,1470,1650,1160,5,2603,1460,1500
345,201704,77,3,2,1,1,2,7,2,1.5,1,22,22,1,1,1,1,2,1,119,4,250,4667,1839,1660,2050,1575,5,2750,1584,1588
6,201704,43,18,2,3,3,7,5,1,1.5,0,6,6,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1370,6.5,2750,1530,1525
92,201704,26,16,3,2,1,6,6,0,1.6,1,12,12,1,1,1,1,2,1,123,4,245,4750,1820,1488,1820,1415,5,2730,1555,1550
8,201704,25,3,2,3,2,2,6,0,2,1,42,42,1,1,1,1,2,1,191,4,350,5203,1878,1805,2520,1980,7,3088,1612,1626
353,201704,91,15,2,1,1,1,6,0,1.8,1,17,17,1,1,1,1,2,1,135,4,285,4519,1831,1694,2045,1670,5,2670,1560,1550
83,201704,100,12,2,1,3,1,7,2,1.5,1,9,9,1,1,1,1,2,1,110,4,210,4146,1772,1617,1840,1391,5,2550,1531,1524
16,201704,36,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4445,1765,1485,1730,1220,5,2610,1517,1493
8,201704,74,6,3,2,1,5,0,3,1.2,1,12,12,1,1,1,1,2,1,85,4,185,4630,1775,1480,1770,1300,5,2700,1535,1535
382,201708,12,6,3,2,1,5,0,3,1.2,1,12,12,1,1,1,1,2,1,85,4,185,4630,1775,1480,1770,1315,5,2700,1535,1535
137,201708,101,21,2,1,2,2,8,0,2,1,30,30,1,1,1,1,2,2,179,4,400,4812,1903,1680,2275,1795,5,2857,1645,1645
153,201708,13,6,3,2,2,5,6,0,2,0,17,17,1,1,1,1,2,1,123,4,199,4850,1825,1480,2000,1485,5,2775,1575,1560
18,201708,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
245,201708,64,0,3,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,110,4,250,4598,1826,1425,1865,1365,5,2656,1580,1554
287,201708,60,5,3,2,2,2,6,0,1.5,1,22,22,1,1,1,1,2,1,135,4,240,4873,1852,1470,1971,1561,5,2850,1590,1587
176,201708,1,1,3,2,3,3,6,0,1.4,0,9,9,1,1,1,1,2,1,73.3,4,0,4400,1740,1460,1520,1100,5,2600,1524,1529
110,201708,86,24,3,2,1,1,5,1,1.5,0,9,9,1,1,1,1,2,1,80,4,135,4579,1804,1490,1610,1235,5,2660,1548,1549
142,201707,37,2,2,2,3,5,0,3,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1500,1078,5,2530,1480,1465
185,201707,35,3,3,2,2,2,6,0,2,1,22,22,1,1,1,1,2,1,187,4,350,5018,1866,1461,2060,1580,5,2905,1599,1602
125,201706,12,6,3,2,1,5,0,3,1.8,0,12,12,1,2,2,1,2,1,73,4,142,4630,1775,1485,1845,1375,5,2700,1535,1535
6,201706,99,10,3,2,1,3,7,2,1.4,1,12,12,1,1,1,1,2,1,95.6,4,0,4610,1800,1450,1780,1275,5,2700,1555,1564
15,201706,123,24,3,2,1,1,6,1,1.5,1,12,12,1,1,1,1,2,1,124,4,250,4671,1835,1464,1710,1260,5,2715,1562,1571
71,201706,29,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4475,1706,1469,1595,1115,5,2603,1460,1500
10,201706,126,9,2,1,1,2,9,0,2,1,22,22,3,1,1,1,2,1,186,4,353,4652,1843,1693,2160,1710,5,2725,1573,1585
29,201707,115,8,3,2,1,4,6,0,1.5,1,22,22,1,1,1,1,2,2,100,3,220,4456,1803,1446,1855,1352,5,2670,1563,1565
17,201708,88,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4348,1807,1574,1780,1320,5,2680,1549,1521
335,201708,7,12,2,1,1,1,6,0,1.5,1,12,11,1,1,1,1,2,1,110,4,210,4649,1852,1710,2064,1560,5,2680,1565,1565
396,201708,7,12,2,1,1,1,7,2,2,1,12,11,1,1,1,1,2,1,145,4,315,4600,1860,1720,2230,1670,5,2680,1585,1585
19,201708,19,1,3,2,2,3,6,0,2,0,17,13,1,1,1,1,2,1,119,4,194,4845,1830,1460,1930,1480,5,2795,1601,1601
39,201705,4,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,80,4,141,4643,1797,1479,1778,1360,5,2685,1544,1565
113,201705,112,9,3,2,1,2,5,1,1.5,0,12,12,1,1,1,1,2,1,80,4,141,4544,1779,1467,1620,1185,5,2600,1538,1539
8,201705,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,1,2,1,90,4,153,5115,1720,1960,2170,1570,7.5,3000,1445,1420
8,201705,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,1,2,1,89,4,168,5115,1720,1960,2415,1830,7.5,3000,1445,1420
87,201705,29,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4475,1706,1469,1595,1115,5,2603,1460,1500
11,201705,104,0,2,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4559,1793,1487,1770,1285,5,2614,1518,1525
31,201705,83,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4547,1734,1470,1620,1210,5,2600,1490,1470
81,201704,24,2,3,2,1,5,0,3,1.5,1,12,12,1,1,1,1,2,1,130,4,220,4649,1800,1416,1730,1306,5,2700,1547,1563
28,201704,27,2,3,2,2,5,0,3,2.4,0,22,22,1,1,1,1,2,1,137,4,243,4915,1845,1470,1970,1558,5,2775,1585,1580
44,201704,63,5,2,1,3,2,6,2,1.5,0,12,12,1,1,1,1,2,1,83,4,140,4280,1785,1658,1670,1295,5,2530,1527,1533
83,201705,21,0,3,2,1,4,5,1,1.6,0,12,9,1,1,1,1,2,1,81,4,155,4562,1793,1468,1700,1220,5,2614,1518,1525
6,201705,21,0,3,2,1,4,7,2,1.4,1,12,9,1,1,1,1,2,1,96,4,225,4562,1793,1468,1790,1310,5,2614,1518,1525
81,201705,72,25,2,1,1,1,7,2,1.5,1,12,12,1,1,1,1,2,1,112,4,235,4510,1852,1677,1900,1500,5,2650,1575,1570
83,201708,55,3,2,1,3,2,6,0,1.4,1,12,12,1,1,1,1,2,1,105,4,205,4278,1781,1648,1840,1430,5,2555,1540,1540
6,201708,82,13,2,1,1,4,7,2,1.6,1,30,26,1,1,1,1,2,2,115,4,250,4452,1804,1532,1920,1482,5,2699,1553,1544
313,201708,72,25,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,112,4,235,4510,1852,1677,1900,1500,5,2650,1575,1570
50,201708,69,12,2,1,3,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1941,1541,5,2560,1525,1520
19,201708,28,3,3,2,2,2,6,0,2,0,22,22,1,1,1,1,2,1,108,4,190,4843,1856,1484,2020,1585,5,2737,1585,1588
601,201708,4,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,84,4,146,4666,1807,1460,1700,1270,5,2700,1541,1561
234,201708,74,6,3,2,1,5,0,3,1.2,1,12,12,1,1,1,1,2,1,85,4,185,4630,1775,1480,1770,1310,5,2700,1525,1520
100,201708,12,6,3,2,1,5,0,3,1.8,0,12,12,1,2,2,1,2,1,73,4,142,4630,1775,1485,1845,1375,5,2700,1535,1535
87,201708,89,21,3,2,2,2,8,0,2,1,30,30,2,1,1,1,2,2,200,4,400,4730,1824,1426,1996,1600,5,2860,1535,1578
26,201708,98,27,2,1,1,6,0,3,2.5,0,22,22,1,1,1,1,2,1,137,4,233,4672,1843,1678,2030,1578,5,2705,1597,1589
8,201708,74,6,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,103,4,173,4630,1775,1480,1785,1300,5,2700,1525,1520
295,201708,51,10,3,2,2,3,6,0,1.8,0,17,17,1,1,1,1,2,1,105,4,176,4710,1820,1470,1860,1435,5,2770,1579,1589
555,201708,90,24,2,1,1,1,7,2,1.5,1,17,17,1,1,1,1,2,1,124,4,250,4545,1855,1690,1876,1501,5,2700,1574,1593
260,201707,1,1,3,2,3,3,6,0,1.4,0,9,9,1,1,1,1,2,1,73.3,4,0,4400,1740,1460,1520,1100,5,2600,1524,1529
9,201707,11,1,3,2,1,3,7,2,1.4,1,12,12,1,1,1,1,2,1,95.6,4,0,4600,1780,1445,1740,1315,5,2700,1555,1568
3251,201707,22,3,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,81,4,143,4587,1798,1463,1690,1255,5,2640,1538,1541
168,201707,124,31,2,1,1,2,7,2,1.4,1,17,17,1,1,1,1,2,1,121,4,250,4415,1819,1625,1830,1455,5,2636,1544,1544
14,201708,77,3,2,1,1,2,6,0,2,1,22,20,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
20,201708,70,7,2,2,1,4,7,2,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4319,1785,1441,1790,1340,5,2629,1539,1509
17,201704,98,27,2,1,1,6,0,3,2.5,0,22,22,3,1,1,1,2,1,137,4,233,4672,1843,1678,2087,1640,5,2705,1597,1589
9,201704,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4605,1765,1460,1735,1225,5,2610,1517,1493
19,201704,24,2,3,2,1,5,0,3,1,1,12,12,1,1,1,1,2,1,92,3,173,4649,1800,1416,1685,1256,5,2700,1547,1563
62,201704,32,4,3,2,2,5,0,3,2,0,22,22,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1466,5,2775,1585,1585
39,201704,78,3,3,2,1,2,6,1,1.5,0,17,17,1,1,1,1,2,1,84,4,146,4718,1802,1466,1710,1260,5,2700,1540,1558
32,201704,95,11,2,3,3,1,5,1,1.5,0,6,6,2,1,1,1,1,1,82,4,0,4500,1721,1715,1825,1260,7.5,2720,1430,1450
19,201704,53,5,2,1,1,2,6,0,1.5,1,22,22,3,1,1,1,2,1,135,4,240,4524,1838,1701,2092,1717,5,2640,1563,1565
9,201705,50,7,2,1,1,4,7,2,2,1,30,30,3,1,1,1,2,2,132,4,320,4398,1841,1591,2190,1680,5,2603,1547,1555
16,201706,23,1,2,1,1,3,6,1,2,0,17,17,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1431,5,2640,1614,1615
109,201707,105,18,2,2,3,7,5,1,1.2,0,5,5,1,1,1,1,2,1,60.3,4,116,4032,1680,1450,1350,985,5,2550,1488,1478
10,201707,115,8,3,2,1,4,8,0,2,1,22,22,1,1,1,1,2,2,141,4,280,4456,1803,1448,1950,1455,5,2670,1559,1561
30,201707,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,178,4,310,5055,1860,1491,2250,1790,5,3108,1600,1627
18,201707,100,12,2,1,3,1,6,1,1.5,1,9,10,1,1,1,1,2,1,110,4,210,4146,1772,1617,1840,1391,5,2550,1531,1524
275,201707,7,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4681,1827,1710,2064,1560,5,2680,1565,1565
456,201707,7,12,2,1,1,1,7,2,2,1,12,12,1,1,1,1,2,1,145,4,315,4600,1860,1720,2230,1670,5,2680,1585,1585
173,201703,75,10,2,1,3,3,6,0,1.6,0,12,12,1,1,1,1,2,1,91.6,4,0,4270,1780,1622,1752,1341,5,2590,1557,1570
273,201703,23,1,2,1,1,3,6,0,2,0,17,17,1,1,1,1,2,1,121,4,199,4450,1855,1635,1980,1470,5,2640,1614,1615
313,201704,105,18,2,2,3,7,5,1,1.2,0,5,5,1,1,1,1,2,1,60.3,4,116,4032,1680,1450,1350,985,5,2550,1488,1478
57,201704,25,3,2,3,2,2,6,0,2,1,42,42,1,1,1,1,2,1,186,4,350,5203,1878,1805,2505,1960,7,3088,1612,1626
120,201704,65,14,2,1,1,1,6,1,1.5,1,12,12,1,1,1,1,2,1,125,4,230,4650,1850,1695,2040,1626,5,2700,1565,1565
7,201704,10,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4255,1799,1452,1670,1210,5,2637,1549,1520
359,201704,86,24,3,2,1,1,4,0,1.5,0,9,9,1,1,1,1,2,1,80,4,135,4579,1804,1490,1655,1280,5,2660,1548,1549
15,201704,103,20,2,1,1,1,6,2,1.5,1,12,11,1,1,1,1,2,1,108,4,210,4470,1837,1670,1815,1440,5,2670,1550,1550
31,201704,53,5,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,182,4,350,4524,1838,1701,2092,1740,5,2690,1563,1565
130,201704,68,18,2,1,1,7,6,1,1.8,0,9,9,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1431,5,2750,1554,1549
168,201704,62,8,2,1,1,4,6,0,1.5,1,30,34,1,1,1,1,2,2,111,3,220,4565,1821,1624,2035,1550,5,2780,1561,1562
29,201704,108,2,2,1,2,5,9,0,2,1,30,30,3,1,1,1,2,1,200,4,370,4816,1942,1669,2295,1881,5,2820,1652,1671
37,201704,100,12,2,1,3,1,6,1,1.5,1,9,9,1,1,1,1,2,1,110,4,210,4195,1772,1617,1840,1391,5,2550,1531,1524
462,201704,35,3,3,2,2,2,7,2,1.5,1,22,21,1,1,1,1,2,1,120,4,252,5018,1866,1459,1960,1510,5,2905,1599,1602
602,201704,22,3,3,2,1,2,5,1,1.5,0,12,12,1,1,1,1,2,1,81,4,143,4587,1798,1463,1660,1225,5,2640,1538,1541
8,201704,121,6,3,2,3,5,5,1,1.3,0,9,9,1,1,1,1,2,1,73,4,123,4440,1700,1490,1500,1045,5,2550,1470,1470
30,201707,57,14,2,1,3,1,5,1,1.6,0,9,9,1,1,1,1,2,1,92,4,160,4170,1810,1635,1645,1270,5,2560,1560,1560
15,201707,65,14,2,1,1,1,6,0,1.8,1,12,12,1,1,1,1,2,1,130,4,230,4650,1850,1695,2075,1665,5,2700,1565,1565
49,201707,3,5,3,2,1,2,6,0,1.5,1,12,12,1,1,1,1,2,1,135,4,240,4534,1823,1483,1782,1407,5,2648,1553,1544
13,201707,10,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,110,4,250,4255,1799,1452,1780,1305,5,2637,1549,1520
370,201707,7,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4649,1852,1710,2064,1560,5,2680,1565,1565
44,201707,79,12,2,1,1,1,6,1,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4549,1835,1700,2140,1600,5,2720,1565,1565
9,201707,28,3,3,2,2,2,9,0,1.5,1,22,24,1,1,1,1,2,1,120,4,252,4902,1863,1456,1900,1430,5,2829,1603,1607
91,201705,120,16,2,1,1,6,6,0,1.6,1,22,22,1,1,1,1,2,1,123,4,245,4510,1850,1662,1918,1492,5,2730,1579,1587
177,201705,6,0,2,2,3,4,6,0,1.4,0,12,12,1,1,1,1,2,1,66,4,132,3970,1682,1462,1590,1110,5,2470,1463,1456
323,201705,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
404,201705,7,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4649,1852,1710,2064,1560,5,2680,1565,1565
26,201705,7,12,2,1,1,1,6,1,2,1,12,12,1,3,1,1,2,1,120,4,350,4681,1827,1710,2180,1666,5,2680,1565,1565
159,201705,81,21,3,2,4,2,6,0,2,1,42,42,1,1,1,1,2,2,193,4,400,5131,1852,1502,2260,1840,5,2837,1580,1591
82,201705,0,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4605,1765,1460,1775,1265,5,2610,1517,1493
174,201704,80,4,3,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4683,1780,1465,1670,1242,5,2700,1530,1530
108,201704,103,20,2,1,1,1,6,1,1.5,1,12,11,1,1,1,1,2,1,112,4,205,4470,1837,1670,1765,1390,5,2670,1550,1550
38,201705,115,8,3,2,1,4,6,0,1.5,1,22,22,1,1,1,1,2,2,100,3,220,4456,1803,1446,1855,1380,5,2670,1563,1565
295,201705,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,1,2,2,135,4,270,4760,1811,1455,2025,1615,5,2920,1537,1576
165,201705,48,2,2,1,3,5,0,3,1.8,0,17,17,1,1,1,1,2,1,100,4,169,4294,1772,1605,1770,1302,5,2610,1535,1540
87,201705,72,25,2,1,1,1,7,2,1.3,1,12,12,1,1,1,1,2,1,101,4,202,4510,1852,1677,1900,1475,5,2650,1575,1570
62,201705,94,15,3,2,1,1,6,2,1.8,0,12,12,1,1,1,1,2,1,98,4,170,4725,1802,1478,1715,1340,5,2700,1551,1546
18,201704,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4631,1760,1503,1630,1204,5,2700,1540,1540
319,201705,50,7,2,1,1,4,6,2,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4398,1841,1591,2020,1500,5,2603,1547,1555
55,201705,50,7,2,1,1,4,7,2,2,1,30,30,1,1,1,1,2,2,132,4,320,4398,1841,1591,2105,1590,5,2603,1547,1555
259,201705,30,13,3,2,2,4,9,0,2,1,42,42,2,1,1,1,2,2,135,4,300,4783,1810,1442,2120,1640,5,2920,1563,1545
173,201705,65,14,2,1,1,1,6,0,1.8,1,12,12,1,1,1,1,2,1,130,4,230,4650,1850,1695,2075,1665,5,2700,1565,1565
149,201705,42,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4631,1789,1470,1625,1250,5,2650,1502,1492
9,201705,94,15,3,2,1,1,6,1,1.3,1,12,12,1,1,1,1,2,1,95,4,185,4725,1802,1478,1735,1360,5,2700,1551,1546
124,201705,92,26,2,1,1,1,5,0,1.5,1,12,12,1,1,1,1,2,1,115,4,215,4530,1900,1700,1920,1545,5,2700,1601,1602
9,201705,37,2,2,2,3,5,5,1,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1470,1058,5,2530,1480,1465
32,201705,54,14,2,3,3,1,5,1,1.5,0,6,6,2,1,1,1,1,1,78,4,135,4360,1685,1820,1925,1325,7.5,2750,1425,1435
16,201705,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,1,2,1,105,4,176,4720,1815,1465,1830,1395,5,2770,1579,1589
85,201705,103,20,2,1,1,1,0,3,2,0,12,12,1,1,1,1,2,1,90,4,180,4470,1837,1670,1807,1432,5,2670,1550,1550
25,201705,24,2,3,2,1,5,0,3,1,1,12,13,1,1,1,1,2,1,92,3,173,4649,1800,1416,1685,1256,5,2700,1547,1563
7,201705,40,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4570,1775,1445,1608,1233,5,2700,1549,1562
200,201705,0,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4605,1765,1460,1720,1210,5,2610,1517,1493
24,201705,2,17,2,3,2,1,5,1,1.5,0,6,6,2,1,1,1,2,1,85,4,143,4715,1720,1940,2050,1450,7.5,2800,1445,1420
21,201705,41,0,3,2,2,4,7,2,2,1,22,24,1,1,1,1,2,1,162,4,350,4866,1832,1464,2030,1550,5,2871,1584,1570
